Date,Activity,Activity type,Unit,Amount executed
2025-03-24,Subbase application,Road,m2,702.1942310529289
2025-08-06,Ballast,Railway,m3,34.18376102866827
2025-06-24,Laying steel rail,Railway,m,4186.495704281279
2025-01-28,Anchorage,Railway,m2,3003.8892347465153
2025-10-03,Anchorage,Railway,m2,2819.9508939693196
2025-10-18,Coat preparation,Road,L,1952.6707714260676
2025-06-12,Foundation pouring,Building,m3,2524.491565116388
2025-12-09,Subbase application,Road,m2,2670.4552703517475
2025-01-12,Removing trees,Building,m2,1387.3935918202396
2025-03-10,Cement making,Building,m3,1576.3587521962024
2025-07-08,Pavement,Road,m2,4676.485049331366
2025-06-09,Coat preparation,Road,L,1594.0475400393268
2025-12-10,Laying steel rail,Railway,m,2210.9919177080183
2025-11-21,Cement making,Building,m3,3469.5509469314006
2025-08-19,Removing trees,Building,m2,1924.3132666968659
2025-04-30,Removing trees,Building,m2,4034.4157849818075
2025-01-01,Removing trees,Building,m2,599.9654884130151
2025-09-16,Laying steel rail,Railway,m,4035.274515338591
2025-03-22,Foundation pouring,Building,m3,2004.9643086031044
2025-11-14,Pavement,Road,m2,3957.4979754729707
2025-03-20,Iron mining,Railway,m3,3444.0376137036988
2025-06-24,Terrain leveling,Building,m3,559.5648583307278
2025-05-31,Laying steel rail,Railway,m,2555.654523309076
2025-11-29,Anchorage,Railway,m2,509.4170239644441
2025-09-21,Coat preparation,Road,L,643.687813753247
2025-08-02,Foundation pouring,Building,m3,4837.091351581115
2025-04-04,Subbase application,Road,m2,2147.7168626681496
2025-06-20,Iron mining,Railway,m3,2761.3791776360517
2025-04-11,Pavement,Road,m2,4896.0445792293485
2025-06-11,Terrain leveling,Building,m3,543.6218127863684
2025-12-27,Coat preparation,Road,L,4438.322092317842
2025-11-01,Laying steel rail,Railway,m,2209.8192136221473
2025-05-21,Subbase application,Road,m2,133.50915718810586
2025-01-17,Walling,Building,m2,4463.204949588226
2025-07-31,Pavement,Road,m2,4372.376437018456
2025-06-18,Rolling/Tractor,Road,m2,2692.8930742594193
2025-07-31,Foundation pouring,Building,m3,674.8930256788988
2025-04-27,Rolling/Tractor,Road,m2,4339.083630861298
2025-04-21,Walling,Building,m2,1739.0068192421986
2025-04-14,Ballast,Railway,m3,2779.9298285837203
2025-03-31,Cement making,Building,m3,380.2979373779003
2025-07-05,Anchorage,Railway,m2,497.2344116739763
2025-12-28,Laying steel rail,Railway,m,1727.8680770178723
2025-10-08,Walling,Building,m2,304.70975984363156
2025-02-10,Laying steel rail,Railway,m,3801.164540346628
2025-07-09,Rolling/Tractor,Road,m2,4490.060172661552
2025-12-04,Laying steel rail,Railway,m,4440.075581659788
2025-06-06,Pavement,Road,m2,2546.4449093703925
2025-02-03,Iron mining,Railway,m3,4485.858034222921
2025-12-05,Laying steel rail,Railway,m,825.1486702554483
2025-09-07,Subbase application,Road,m2,586.8864347364189
2025-05-01,Pavement,Road,m2,3614.0952531783387
2025-05-30,Terrain leveling,Building,m3,4238.856778549933
2025-04-18,Coat preparation,Road,L,2380.1386122844538
2025-07-25,Removing trees,Building,m2,3856.3241730631717
2025-12-01,Walling,Building,m2,2860.1616489633534
2025-05-04,Foundation pouring,Building,m3,1238.0542644128022
2025-03-03,Cement making,Building,m3,1359.6222201223857
2025-01-04,Laying steel rail,Railway,m,1643.7596901700663
2025-04-27,Cement making,Building,m3,4639.355916730532
2025-09-25,Pavement,Road,m2,4489.880116372967
2025-08-15,Subbase application,Road,m2,623.6407108674896
2025-07-02,Walling,Building,m2,27.03606846991613
2025-03-29,Removing trees,Building,m2,435.55361620420285
2025-09-23,Subbase application,Road,m2,2145.891287325919
2025-10-10,Iron mining,Railway,m3,4909.717369110478
2025-01-08,Foundation pouring,Building,m3,1020.0386562901515
2025-10-09,Rolling/Tractor,Road,m2,4307.194305080522
2025-05-11,Subbase application,Road,m2,1717.1799718306102
2025-07-23,Walling,Building,m2,2881.5018356185014
2025-08-30,Pavement,Road,m2,260.68942451156096
2025-06-15,Walling,Building,m2,1746.8043238429732
2025-11-02,Walling,Building,m2,1204.3899191618118
2025-10-26,Cement making,Building,m3,4066.983522869594
2025-07-18,Foundation pouring,Building,m3,1380.1579375620272
2025-03-14,Walling,Building,m2,414.5682479787538
2025-05-18,Walling,Building,m2,1611.32814834961
2025-09-22,Subbase application,Road,m2,4597.865118305267
2025-03-06,Rolling/Tractor,Road,m2,4359.657367562017
2025-03-10,Iron mining,Railway,m3,3788.891738431012
2025-10-28,Foundation pouring,Building,m3,3229.104777310268
2025-07-23,Cement making,Building,m3,2229.0691789453595
2025-09-27,Rolling/Tractor,Road,m2,4209.510814792559
2025-02-12,Subbase application,Road,m2,578.6488665248812
2025-08-01,Foundation pouring,Building,m3,465.4276161715193
2025-12-15,Laying steel rail,Railway,m,4403.484537838031
2025-07-08,Ballast,Railway,m3,3302.243959883413
2025-10-15,Subbase application,Road,m2,3762.318136021791
2025-02-15,Rolling/Tractor,Road,m2,2850.1263760233014
2025-02-04,Subbase application,Road,m2,3131.9403123621505
2025-06-22,Iron mining,Railway,m3,657.2829005538183
2025-09-22,Rolling/Tractor,Road,m2,3358.470706399626
2025-04-02,Pavement,Road,m2,3173.1730052400985
2025-04-20,Anchorage,Railway,m2,2182.0314007572415
2025-09-23,Foundation pouring,Building,m3,4409.401232626085
2025-02-01,Laying steel rail,Railway,m,1490.0778636240148
2025-01-26,Subbase application,Road,m2,2505.4125267162203
2025-05-13,Removing trees,Building,m2,511.797810440745
2025-12-22,Foundation pouring,Building,m3,4596.387765411598
2025-02-07,Terrain leveling,Building,m3,1981.866669165706
2025-11-02,Pavement,Road,m2,1114.9132740874595
2025-11-22,Removing trees,Building,m2,1045.3968494200656
2025-03-31,Rolling/Tractor,Road,m2,2273.469191372952
2025-02-28,Iron mining,Railway,m3,4625.458639715896
2025-07-28,Laying steel rail,Railway,m,4023.29108362984
2025-01-27,Pavement,Road,m2,767.7882723380641
2025-08-06,Removing trees,Building,m2,2802.8482008487044
2025-07-13,Foundation pouring,Building,m3,1361.2830489838123
2025-01-20,Walling,Building,m2,146.5564813487319
2025-06-02,Ballast,Railway,m3,1714.0844619160139
2025-04-06,Iron mining,Railway,m3,976.2845183411279
2025-01-16,Anchorage,Railway,m2,2959.26839497143
2025-05-22,Terrain leveling,Building,m3,4633.979744996816
2025-05-26,Anchorage,Railway,m2,2746.6030289635096
2025-07-31,Terrain leveling,Building,m3,3406.9672504342234
2025-01-09,Laying steel rail,Railway,m,332.06724400123454
2025-09-13,Cement making,Building,m3,156.16457728274247
2025-02-08,Walling,Building,m2,4048.7885164845757
2025-10-17,Cement making,Building,m3,4373.999616160682
2025-04-09,Rolling/Tractor,Road,m2,4385.083025737209
2025-08-05,Subbase application,Road,m2,4499.965360226058
2025-08-21,Iron mining,Railway,m3,20.057128309035612
2025-03-26,Coat preparation,Road,L,18.63233985257007
2025-01-17,Coat preparation,Road,L,2296.8227419539367
2025-04-28,Rolling/Tractor,Road,m2,3903.0787007220492
2025-07-18,Walling,Building,m2,1729.2474023581171
2025-10-14,Walling,Building,m2,2475.9582016311388
2025-09-08,Anchorage,Railway,m2,1331.1065026170677
2025-04-17,Cement making,Building,m3,4105.086478844358
2025-01-16,Cement making,Building,m3,2276.7433281119693
2025-11-15,Rolling/Tractor,Road,m2,179.09652558482813
2025-12-23,Foundation pouring,Building,m3,3709.4247315506514
2025-06-25,Rolling/Tractor,Road,m2,4104.420104862075
2025-10-13,Rolling/Tractor,Road,m2,2326.4714378403633
2025-11-27,Walling,Building,m2,3194.968014041435
2025-12-23,Walling,Building,m2,2717.239861543095
2025-09-06,Terrain leveling,Building,m3,1092.1642366653234
2025-07-27,Rolling/Tractor,Road,m2,3698.8543682567383
2025-06-24,Ballast,Railway,m3,3041.5806771439325
2025-12-13,Removing trees,Building,m2,1082.289411810783
2025-04-02,Walling,Building,m2,3983.8110343617045
2025-05-30,Subbase application,Road,m2,1264.434167761766
2025-12-10,Pavement,Road,m2,4996.317852282315
2025-09-24,Iron mining,Railway,m3,2745.9508549664215
2025-12-29,Cement making,Building,m3,2389.0231915092368
2025-05-05,Removing trees,Building,m2,2445.26808054679
2025-11-05,Walling,Building,m2,2433.039979356833
2025-11-21,Ballast,Railway,m3,3450.4926233517526
2025-04-10,Foundation pouring,Building,m3,2747.1574361625285
2025-08-14,Foundation pouring,Building,m3,4417.3233091311295
2025-11-29,Foundation pouring,Building,m3,2222.880362153658
2025-02-03,Cement making,Building,m3,4085.538294601828
2025-12-23,Coat preparation,Road,L,3712.747688231703
2025-11-18,Cement making,Building,m3,1611.9879004476923
2025-09-27,Rolling/Tractor,Road,m2,2699.4390538829375
2025-02-08,Iron mining,Railway,m3,3476.329569945982
2025-05-16,Subbase application,Road,m2,3700.33950287972
2025-07-13,Cement making,Building,m3,338.4443286796279
2025-04-14,Laying steel rail,Railway,m,1123.6446961047413
2025-04-21,Rolling/Tractor,Road,m2,4254.386029856335
2025-11-01,Walling,Building,m2,4792.016892753723
2025-08-03,Laying steel rail,Railway,m,3291.0329286507804
2025-05-06,Anchorage,Railway,m2,986.8786021742432
2025-08-26,Subbase application,Road,m2,1627.9098759857397
2025-09-05,Coat preparation,Road,L,3973.6522664478753
2025-03-03,Foundation pouring,Building,m3,4366.871293747544
2025-11-28,Pavement,Road,m2,863.0234842951085
2025-08-27,Laying steel rail,Railway,m,264.798842489371
2025-11-29,Cement making,Building,m3,4897.362025941381
2025-12-05,Ballast,Railway,m3,3598.871932450576
2025-12-09,Coat preparation,Road,L,860.9187258832058
2025-04-27,Cement making,Building,m3,4115.38328720182
2025-09-05,Foundation pouring,Building,m3,1067.8398939419026
2025-11-15,Walling,Building,m2,3107.9374959221254
2025-08-29,Ballast,Railway,m3,38.27782943209235
2025-08-23,Subbase application,Road,m2,2835.0146428411476
2025-06-22,Foundation pouring,Building,m3,4519.189421315533
2025-05-02,Walling,Building,m2,2795.494503462767
2025-09-18,Terrain leveling,Building,m3,3416.4404485663667
2025-12-27,Rolling/Tractor,Road,m2,1518.3873172949536
2025-09-10,Ballast,Railway,m3,2686.5692932704555
2025-02-25,Subbase application,Road,m2,4033.6594830485296
2025-09-30,Walling,Building,m2,482.40286437461975
2025-05-21,Walling,Building,m2,2727.9868500516595
2025-05-08,Subbase application,Road,m2,283.41401777386363
2025-10-04,Anchorage,Railway,m2,865.2127558476086
2025-12-27,Anchorage,Railway,m2,3280.392196564596
2025-09-05,Rolling/Tractor,Road,m2,1288.3121105730122
2025-08-27,Subbase application,Road,m2,2570.1837376826775
2025-02-12,Rolling/Tractor,Road,m2,1199.1908360712328
2025-04-01,Cement making,Building,m3,1379.8189633167551
2025-08-04,Iron mining,Railway,m3,3025.530261272747
2025-05-15,Ballast,Railway,m3,1444.5459799831294
2025-06-08,Removing trees,Building,m2,180.2881599229289
2025-06-10,Pavement,Road,m2,3159.7619805970144
2025-07-22,Foundation pouring,Building,m3,3558.976542714822
2025-03-30,Walling,Building,m2,1295.5837931663782
2025-02-05,Terrain leveling,Building,m3,4321.395042244043
2025-05-26,Laying steel rail,Railway,m,2972.21222587479
2025-08-12,Pavement,Road,m2,2396.4250001008063
2025-10-09,Foundation pouring,Building,m3,2546.075020371046
2025-03-24,Coat preparation,Road,L,3118.4765600554742
2025-12-11,Subbase application,Road,m2,1837.1208066036638
2025-09-25,Ballast,Railway,m3,949.3075887510938
2025-09-09,Ballast,Railway,m3,2257.0759969080827
2025-01-23,Terrain leveling,Building,m3,4715.6362226048
2025-08-04,Cement making,Building,m3,381.8668289468524
2025-05-25,Removing trees,Building,m2,667.0712159332298
2025-01-25,Iron mining,Railway,m3,3087.9956741691913
2025-08-14,Ballast,Railway,m3,3755.5854874270512
2025-03-26,Walling,Building,m2,1766.0812238707297
2025-08-19,Cement making,Building,m3,4291.619103798749
2025-11-14,Walling,Building,m2,4293.035192535673
2025-11-18,Subbase application,Road,m2,2836.8768789883584
2025-02-25,Walling,Building,m2,4329.834467543649
2025-04-30,Removing trees,Building,m2,4253.289012717447
2025-01-08,Iron mining,Railway,m3,1291.3172446196043
2025-05-06,Anchorage,Railway,m2,4004.1378223925685
2025-06-01,Ballast,Railway,m3,3669.013074453419
2025-03-01,Ballast,Railway,m3,2469.0815613514164
2025-06-09,Cement making,Building,m3,3673.223615270171
2025-09-02,Pavement,Road,m2,3421.1796675875194
2025-05-01,Ballast,Railway,m3,1776.2837402296573
2025-05-06,Walling,Building,m2,261.85691209500874
2025-09-26,Removing trees,Building,m2,299.40297364806577
2025-01-08,Iron mining,Railway,m3,819.2341661399948
2025-02-07,Removing trees,Building,m2,1789.362028310915
2025-02-06,Pavement,Road,m2,795.9776653165774
2025-02-17,Pavement,Road,m2,4411.610434786106
2025-08-22,Removing trees,Building,m2,473.7056053380606
2025-02-26,Terrain leveling,Building,m3,760.3733220159547
2025-10-05,Cement making,Building,m3,4320.38321765087
2025-01-13,Pavement,Road,m2,1405.980627747704
2025-06-03,Subbase application,Road,m2,2342.7098762674027
2025-09-05,Pavement,Road,m2,4700.914123008525
2025-05-12,Laying steel rail,Railway,m,3624.3377275350163
2025-07-24,Ballast,Railway,m3,2119.5354077005586
2025-03-29,Pavement,Road,m2,599.301804582717
2025-12-16,Pavement,Road,m2,4966.993158701413
2025-09-11,Pavement,Road,m2,3444.103548017412
2025-07-10,Foundation pouring,Building,m3,149.6703582275305
2025-03-29,Coat preparation,Road,L,2106.678269170328
2025-11-27,Rolling/Tractor,Road,m2,2826.3492474453224
2025-01-21,Laying steel rail,Railway,m,3110.5476780634067
2025-01-25,Terrain leveling,Building,m3,2864.0606082606473
2025-07-21,Ballast,Railway,m3,4421.7744577986205
2025-10-28,Iron mining,Railway,m3,4797.716817698307
2025-01-23,Rolling/Tractor,Road,m2,1498.1981977382031
2025-03-02,Foundation pouring,Building,m3,2364.8713177643895
2025-05-31,Pavement,Road,m2,1667.5556830843013
2025-01-11,Anchorage,Railway,m2,67.42779429076084
2025-07-02,Subbase application,Road,m2,2325.5243822666357
2025-05-27,Rolling/Tractor,Road,m2,4746.3536283792355
2025-03-05,Subbase application,Road,m2,2087.9388639914528
2025-03-24,Ballast,Railway,m3,2973.308894062906
2025-06-16,Walling,Building,m2,1064.2232269403917
2025-03-03,Coat preparation,Road,L,3528.8524826309813
2025-05-29,Terrain leveling,Building,m3,3291.6604634693376
2025-11-14,Subbase application,Road,m2,3199.155544004074
2025-08-22,Anchorage,Railway,m2,2142.0510947477965
2025-06-05,Subbase application,Road,m2,1164.9470724053767
2025-01-10,Walling,Building,m2,102.54136172406004
2025-08-02,Laying steel rail,Railway,m,3945.1316871013137
2025-07-07,Foundation pouring,Building,m3,1769.2493485026616
2025-07-01,Anchorage,Railway,m2,994.891211448124
2025-01-20,Iron mining,Railway,m3,563.4807822702509
2025-10-29,Anchorage,Railway,m2,3930.26776411734
2025-06-28,Terrain leveling,Building,m3,2582.8680594385914
2025-01-17,Rolling/Tractor,Road,m2,978.7160613986596
2025-11-30,Foundation pouring,Building,m3,2990.1461897285635
2025-08-06,Coat preparation,Road,L,2642.7945619833777
2025-06-09,Walling,Building,m2,1386.3021784915109
2025-06-01,Iron mining,Railway,m3,4951.301525313927
2025-10-02,Ballast,Railway,m3,1037.704954614434
2025-07-23,Walling,Building,m2,4782.379188530863
2025-07-23,Walling,Building,m2,563.1105270845155
2025-12-26,Foundation pouring,Building,m3,2034.4198761455639
2025-09-22,Laying steel rail,Railway,m,4530.082326334238
2025-06-14,Anchorage,Railway,m2,4335.389280412344
2025-11-04,Rolling/Tractor,Road,m2,2264.6967637128014
2025-09-20,Rolling/Tractor,Road,m2,196.19910467801594
2025-03-29,Anchorage,Railway,m2,1306.1068920538798
2025-10-27,Cement making,Building,m3,1190.1416428127316
2025-05-28,Cement making,Building,m3,2210.6890131830532
2025-04-24,Anchorage,Railway,m2,773.6497144573112
2025-07-07,Walling,Building,m2,4560.541950302788
2025-05-09,Pavement,Road,m2,3633.655646105676
2025-02-26,Rolling/Tractor,Road,m2,1898.8619265551977
2025-09-19,Iron mining,Railway,m3,2067.843236927052
2025-02-27,Walling,Building,m2,1100.382032293708
2025-11-08,Pavement,Road,m2,3474.7535588124833
2025-10-05,Terrain leveling,Building,m3,4198.205222449256
2025-07-27,Terrain leveling,Building,m3,1884.0269411008908
2025-01-11,Laying steel rail,Railway,m,3597.926505625861
2025-12-21,Laying steel rail,Railway,m,1910.4219039746918
2025-01-31,Cement making,Building,m3,2694.2463351440515
2025-01-09,Ballast,Railway,m3,1120.402523785161
2025-02-25,Laying steel rail,Railway,m,4302.0265707785065
2025-02-14,Removing trees,Building,m2,3593.165938548486
2025-11-06,Subbase application,Road,m2,4769.997382532741
2025-02-25,Ballast,Railway,m3,3209.4959293181964
2025-04-14,Laying steel rail,Railway,m,3767.5325716699726
2025-09-28,Anchorage,Railway,m2,3666.6614447907136
2025-01-15,Foundation pouring,Building,m3,2238.900982165592
2025-09-16,Anchorage,Railway,m2,2384.9853648064795
2025-03-28,Terrain leveling,Building,m3,980.3535831922977
2025-05-22,Laying steel rail,Railway,m,2815.327185286701
2025-11-14,Rolling/Tractor,Road,m2,1397.9083758075706
2025-03-07,Walling,Building,m2,2384.554568433368
2025-04-20,Removing trees,Building,m2,791.6719938546646
2025-01-16,Iron mining,Railway,m3,3620.512005111838
2025-06-22,Terrain leveling,Building,m3,1639.3320292896396
2025-07-09,Laying steel rail,Railway,m,1305.7813927640893
2025-08-24,Subbase application,Road,m2,829.7403171066575
2025-06-12,Iron mining,Railway,m3,2731.81169704657
2025-10-08,Anchorage,Railway,m2,3249.371268775841
2025-12-09,Coat preparation,Road,L,2907.266648261975
2025-02-11,Terrain leveling,Building,m3,3031.3195565832516
2025-10-13,Cement making,Building,m3,2546.5994730515463
2025-06-14,Laying steel rail,Railway,m,729.2173221932896
2025-12-22,Coat preparation,Road,L,4691.156032052535
2025-06-02,Foundation pouring,Building,m3,4627.200279085712
2025-12-07,Rolling/Tractor,Road,m2,3244.1754227626584
2025-10-01,Subbase application,Road,m2,2901.4050691128746
2025-11-01,Ballast,Railway,m3,3615.899604604067
2025-08-11,Terrain leveling,Building,m3,4827.382839876496
2025-12-23,Walling,Building,m2,1143.0108877884497
2025-01-02,Subbase application,Road,m2,209.57997432024754
2025-09-30,Removing trees,Building,m2,1269.5423815043312
2025-05-28,Laying steel rail,Railway,m,1581.3733896541416
2025-02-01,Anchorage,Railway,m2,2440.382046991995
2025-03-08,Anchorage,Railway,m2,2984.1151236303267
2025-03-17,Foundation pouring,Building,m3,1784.0316502702108
2025-12-01,Rolling/Tractor,Road,m2,2637.6867591176083
2025-02-10,Foundation pouring,Building,m3,2453.2602707674073
