Date,Activity,Activity type,Unit,Amount planned
2025-10-19,Cement making,Building,m3,2835.9218544959535
2025-03-25,Terrain leveling,Building,m3,1101.1227807320845
2025-10-14,Coat preparation,Road,L,22.735654003014915
2025-02-09,Subbase application,Road,m2,3638.555614494177
2025-10-29,Foundation pouring,Building,m3,2274.5433931554767
2025-07-27,Iron mining,Railway,m3,1590.5341937422163
2025-03-15,Laying steel rail,Railway,m,4439.873597646726
2025-06-15,Coat preparation,Road,L,4973.0829849867605
2025-07-05,Cement making,Building,m3,166.3049322495147
2025-12-22,Terrain leveling,Building,m3,379.96394171717185
2025-03-05,Walling,Building,m2,4138.1896173014
2025-03-27,Foundation pouring,Building,m3,130.99758481025847
2025-02-16,Laying steel rail,Railway,m,4722.82111767439
2025-04-29,Laying steel rail,Railway,m,4360.373580273058
2025-11-13,Terrain leveling,Building,m3,3255.443181789988
2025-12-18,Ballast,Railway,m3,1414.1155236553727
2025-03-28,Removing trees,Building,m2,4505.432792408754
2025-01-10,Anchorage,Railway,m2,4875.097063623696
2025-06-06,Rolling/Tractor,Road,m2,4291.644367828572
2025-08-08,Coat preparation,Road,L,1062.2876436495226
2025-03-24,Walling,Building,m2,2962.257495544417
2025-10-22,Laying steel rail,Railway,m,1502.169547985595
2025-02-25,Subbase application,Road,m2,4715.942771931491
2025-05-27,Coat preparation,Road,L,297.8383846390842
2025-08-30,Cement making,Building,m3,4943.471891864714
2025-02-02,Terrain leveling,Building,m3,4537.870682971696
2025-09-10,Coat preparation,Road,L,4823.21642139954
2025-05-07,Removing trees,Building,m2,4514.686033679593
2025-01-06,Iron mining,Railway,m3,955.7789328151106
2025-10-15,Subbase application,Road,m2,3042.2925707042555
2025-09-02,Anchorage,Railway,m2,3502.1947301606924
2025-11-28,Terrain leveling,Building,m3,166.8007251527631
2025-06-15,Ballast,Railway,m3,4960.963707787918
2025-06-03,Laying steel rail,Railway,m,0.12380490305829994
2025-07-19,Anchorage,Railway,m2,730.2712317973114
2025-01-28,Foundation pouring,Building,m3,3837.415033778214
2025-01-25,Coat preparation,Road,L,2036.1325391937507
2025-08-27,Iron mining,Railway,m3,2560.974504829716
2025-06-25,Laying steel rail,Railway,m,732.2305819772879
2025-08-14,Iron mining,Railway,m3,3115.910103779504
2025-06-04,Foundation pouring,Building,m3,3194.6777127044925
2025-10-09,Subbase application,Road,m2,3453.450423988964
2025-01-03,Removing trees,Building,m2,2830.9359671615844
2025-01-06,Anchorage,Railway,m2,2273.55768557528
2025-11-22,Laying steel rail,Railway,m,1117.2048845131794
2025-01-10,Subbase application,Road,m2,4515.816817386162
2025-09-29,Terrain leveling,Building,m3,3077.592966527463
2025-07-29,Pavement,Road,m2,3312.305877149129
2025-06-12,Iron mining,Railway,m3,2460.6056192729943
2025-03-04,Ballast,Railway,m3,4853.4751664456735
2025-06-15,Foundation pouring,Building,m3,3777.5257286528913
2025-12-29,Anchorage,Railway,m2,4762.555057305038
2025-08-23,Walling,Building,m2,4801.152418951917
2025-06-14,Rolling/Tractor,Road,m2,4419.608310924876
2025-07-03,Walling,Building,m2,24.472980804224886
2025-11-12,Laying steel rail,Railway,m,1626.3778446357535
2025-09-18,Coat preparation,Road,L,4123.939941322352
2025-07-31,Pavement,Road,m2,3820.2353750744783
2025-10-29,Walling,Building,m2,2322.2290006976214
2025-07-11,Removing trees,Building,m2,101.89455834670957
2025-03-03,Pavement,Road,m2,2096.189406847927
2025-06-10,Coat preparation,Road,L,2868.544732933855
2025-11-13,Cement making,Building,m3,2307.0289772007204
2025-03-12,Rolling/Tractor,Road,m2,182.52374410005822
2025-05-06,Terrain leveling,Building,m3,1155.881649971322
2025-11-22,Laying steel rail,Railway,m,3855.7631887287203
2025-07-05,Walling,Building,m2,4487.394564467062
2025-04-05,Terrain leveling,Building,m3,2901.58496570209
2025-06-21,Laying steel rail,Railway,m,4709.875964318393
2025-03-28,Cement making,Building,m3,666.9459542850692
2025-05-06,Laying steel rail,Railway,m,790.2281985661941
2025-06-16,Foundation pouring,Building,m3,1888.239220328387
2025-07-08,Ballast,Railway,m3,4467.120306666021
2025-09-26,Subbase application,Road,m2,1749.9602926675827
2025-09-26,Cement making,Building,m3,1542.76458356169
2025-08-29,Walling,Building,m2,1015.0097444657819
2025-11-26,Rolling/Tractor,Road,m2,2132.751119204292
2025-02-26,Rolling/Tractor,Road,m2,3544.5630671161466
2025-01-28,Removing trees,Building,m2,1329.5566768541644
2025-03-12,Walling,Building,m2,1250.1337574356057
2025-08-14,Ballast,Railway,m3,3357.8295520578627
2025-01-15,Removing trees,Building,m2,1295.8607914976128
2025-07-11,Foundation pouring,Building,m3,941.9968758648333
2025-09-02,Subbase application,Road,m2,379.7542862837111
2025-08-31,Laying steel rail,Railway,m,2977.1522542063267
2025-05-27,Cement making,Building,m3,1212.5691122742433
2025-03-27,Foundation pouring,Building,m3,2384.9403813872736
2025-10-10,Foundation pouring,Building,m3,4035.4673517238375
2025-01-13,Foundation pouring,Building,m3,2174.0235304797516
2025-05-31,Foundation pouring,Building,m3,1685.3740987507083
2025-05-13,Coat preparation,Road,L,2620.821266801433
2025-08-08,Laying steel rail,Railway,m,451.99980269558625
2025-05-24,Anchorage,Railway,m2,286.0684966871202
2025-08-21,Walling,Building,m2,1754.3287296982253
2025-11-27,Anchorage,Railway,m2,3416.221515459387
2025-11-08,Terrain leveling,Building,m3,4587.7997398833695
2025-08-08,Ballast,Railway,m3,1510.11575058545
2025-10-10,Laying steel rail,Railway,m,2206.6033320524425
2025-03-06,Rolling/Tractor,Road,m2,4309.171585102815
2025-08-30,Iron mining,Railway,m3,4668.077746470505
2025-01-05,Terrain leveling,Building,m3,4776.867367096568
2025-09-29,Rolling/Tractor,Road,m2,3597.0380949340297
2025-02-09,Walling,Building,m2,3337.533878621959
2025-05-26,Subbase application,Road,m2,855.3487844200941
2025-11-21,Anchorage,Railway,m2,3547.526595209308
2025-09-13,Ballast,Railway,m3,1113.8318157346127
2025-05-09,Removing trees,Building,m2,759.6398726938374
2025-10-13,Walling,Building,m2,1616.7788016829709
2025-01-25,Subbase application,Road,m2,1234.742361253961
2025-07-16,Iron mining,Railway,m3,3560.3314409877075
2025-10-17,Coat preparation,Road,L,4557.920709087517
2025-04-06,Pavement,Road,m2,3440.64889987321
2025-10-04,Walling,Building,m2,2369.180571229355
2025-06-22,Removing trees,Building,m2,2791.271801488471
2025-10-31,Cement making,Building,m3,3044.5944070562264
2025-09-01,Cement making,Building,m3,3856.0099058565984
2025-03-06,Iron mining,Railway,m3,4520.722454824399
2025-05-27,Pavement,Road,m2,727.9456404697315
2025-02-02,Anchorage,Railway,m2,4385.539109861785
2025-04-04,Subbase application,Road,m2,1230.1043708211007
2025-11-21,Rolling/Tractor,Road,m2,1339.7397732612592
2025-11-18,Coat preparation,Road,L,3581.669014740908
2025-07-05,Pavement,Road,m2,324.3062822922155
2025-03-16,Cement making,Building,m3,2557.3933821756623
2025-05-23,Iron mining,Railway,m3,2909.0891563134655
2025-02-01,Terrain leveling,Building,m3,2138.5379923950763
2025-12-25,Coat preparation,Road,L,1822.7946593018003
2025-01-16,Anchorage,Railway,m2,2412.032729322961
2025-04-09,Foundation pouring,Building,m3,891.4148382306636
2025-02-16,Iron mining,Railway,m3,2900.857249108757
2025-06-10,Laying steel rail,Railway,m,2738.427823622941
2025-09-15,Coat preparation,Road,L,2412.401160804036
2025-07-31,Iron mining,Railway,m3,2719.0432517576555
2025-02-16,Iron mining,Railway,m3,2541.7513335487643
2025-04-16,Laying steel rail,Railway,m,4029.7495274006183
2025-05-15,Anchorage,Railway,m2,941.7893547566897
2025-10-09,Walling,Building,m2,1305.1988588230283
2025-06-09,Ballast,Railway,m3,2509.356281337362
2025-09-11,Laying steel rail,Railway,m,323.1669482463534
2025-08-20,Cement making,Building,m3,2483.6193221516723
2025-02-12,Laying steel rail,Railway,m,4455.466308640986
2025-08-25,Iron mining,Railway,m3,1715.6175582149597
2025-08-06,Coat preparation,Road,L,2983.149151359145
2025-06-22,Foundation pouring,Building,m3,4762.568873482562
2025-05-13,Anchorage,Railway,m2,1327.3675072623498
2025-04-18,Pavement,Road,m2,3062.1065467676144
2025-10-13,Rolling/Tractor,Road,m2,4106.50108256523
2025-08-30,Coat preparation,Road,L,4934.734711782362
2025-06-14,Removing trees,Building,m2,1923.6203860669016
2025-06-30,Anchorage,Railway,m2,4091.397875757347
2025-06-26,Pavement,Road,m2,4108.409562399896
2025-08-29,Iron mining,Railway,m3,3340.4764956970457
2025-07-13,Walling,Building,m2,4711.088490484988
2025-04-18,Iron mining,Railway,m3,3307.43574763565
2025-12-08,Terrain leveling,Building,m3,1783.7744134339107
2025-05-07,Coat preparation,Road,L,4822.839418596476
2025-06-16,Iron mining,Railway,m3,2032.628373759769
2025-12-07,Rolling/Tractor,Road,m2,1681.9480958811444
2025-04-15,Pavement,Road,m2,4911.909933095497
2025-05-19,Cement making,Building,m3,3322.4634885488713
2025-12-26,Ballast,Railway,m3,3022.9849665173942
2025-01-26,Iron mining,Railway,m3,3556.3492323745895
2025-10-21,Anchorage,Railway,m2,1626.0219716756474
2025-09-26,Ballast,Railway,m3,386.6448287295249
2025-07-01,Coat preparation,Road,L,4252.581498916036
2025-06-16,Foundation pouring,Building,m3,2559.7081278812607
2025-02-11,Rolling/Tractor,Road,m2,2890.934709593802
2025-04-27,Terrain leveling,Building,m3,2375.719364088177
2025-10-06,Ballast,Railway,m3,4304.496601917507
2025-11-06,Terrain leveling,Building,m3,1293.2389829463864
2025-04-03,Subbase application,Road,m2,4523.364809806921
2025-09-04,Subbase application,Road,m2,4514.2016800995825
2025-09-06,Cement making,Building,m3,4940.114374569684
2025-04-19,Subbase application,Road,m2,3380.404467994688
2025-12-18,Pavement,Road,m2,3248.6072530563233
2025-05-04,Subbase application,Road,m2,2517.1161359608222
2025-03-19,Cement making,Building,m3,3427.881000190562
2025-07-07,Ballast,Railway,m3,3049.1054698118523
2025-05-05,Iron mining,Railway,m3,315.8195859560914
2025-08-09,Removing trees,Building,m2,4323.7163771812
2025-10-10,Terrain leveling,Building,m3,2997.2941657449433
2025-10-12,Foundation pouring,Building,m3,698.5635573100235
2025-02-18,Cement making,Building,m3,3191.1614781073213
2025-03-29,Rolling/Tractor,Road,m2,491.29718616580055
2025-07-20,Iron mining,Railway,m3,1236.7005593964925
2025-03-31,Rolling/Tractor,Road,m2,2908.3848646340434
2025-09-12,Removing trees,Building,m2,813.8664806366336
2025-02-19,Cement making,Building,m3,2041.060549732408
2025-08-17,Subbase application,Road,m2,4578.666370476382
2025-08-27,Cement making,Building,m3,2070.927205790928
2025-03-04,Removing trees,Building,m2,834.8922577702739
2025-09-21,Pavement,Road,m2,4006.0048664420356
2025-12-13,Iron mining,Railway,m3,810.638196664813
2025-02-20,Walling,Building,m2,4270.475833070169
2025-11-04,Coat preparation,Road,L,3161.1188701210035
2025-10-06,Terrain leveling,Building,m3,1607.5657169272372
2025-03-19,Iron mining,Railway,m3,811.3002529435487
2025-11-12,Rolling/Tractor,Road,m2,4193.864202323188
2025-03-27,Iron mining,Railway,m3,3000.1303003780854
2025-01-10,Terrain leveling,Building,m3,3883.241126488935
2025-05-13,Laying steel rail,Railway,m,444.484352878074
2025-05-18,Iron mining,Railway,m3,2737.0604466568784
2025-03-02,Subbase application,Road,m2,3441.4395398921783
2025-05-22,Anchorage,Railway,m2,1701.6974701700753
2025-07-29,Anchorage,Railway,m2,3742.6797413086347
2025-08-06,Ballast,Railway,m3,1570.8732178970124
2025-06-28,Removing trees,Building,m2,2419.584912889884
2025-01-18,Rolling/Tractor,Road,m2,3434.8533936889403
2025-06-19,Removing trees,Building,m2,4181.141211184259
2025-11-01,Rolling/Tractor,Road,m2,4246.311610751834
2025-08-11,Pavement,Road,m2,1682.845632573106
2025-07-28,Pavement,Road,m2,2108.2027124249144
2025-04-10,Cement making,Building,m3,1981.2813746411462
2025-06-13,Laying steel rail,Railway,m,456.269147430387
2025-11-20,Ballast,Railway,m3,1138.3977856504519
2025-01-18,Anchorage,Railway,m2,2621.1415239054586
2025-07-14,Walling,Building,m2,1988.4865053463102
2025-03-10,Laying steel rail,Railway,m,3825.0819573183594
2025-05-10,Laying steel rail,Railway,m,660.547300075624
2025-09-15,Rolling/Tractor,Road,m2,1618.3240320596738
2025-02-10,Anchorage,Railway,m2,3744.684254701257
2025-01-25,Laying steel rail,Railway,m,4071.1472150341287
2025-08-07,Laying steel rail,Railway,m,3133.252367865136
2025-02-16,Coat preparation,Road,L,801.0783087947426
2025-02-12,Walling,Building,m2,2919.9403556446705
2025-11-20,Rolling/Tractor,Road,m2,1580.1669347921943
2025-11-30,Removing trees,Building,m2,2151.4634092090823
2025-06-24,Subbase application,Road,m2,1894.6741902451208
2025-04-20,Anchorage,Railway,m2,1280.0558593929272
2025-08-31,Anchorage,Railway,m2,1337.719186145757
2025-10-02,Terrain leveling,Building,m3,427.88185706757685
2025-02-07,Cement making,Building,m3,3132.7367887547957
2025-09-19,Foundation pouring,Building,m3,848.5804513203472
2025-09-06,Subbase application,Road,m2,3799.737155575871
2025-07-08,Rolling/Tractor,Road,m2,542.5581156502224
2025-05-09,Removing trees,Building,m2,2984.3658057369453
2025-04-26,Iron mining,Railway,m3,1871.8563267255718
2025-03-08,Iron mining,Railway,m3,2628.1143349521894
2025-06-02,Laying steel rail,Railway,m,3232.3198130595442
2025-07-24,Terrain leveling,Building,m3,1932.519501905987
2025-12-19,Laying steel rail,Railway,m,3614.647191882145
2025-05-25,Laying steel rail,Railway,m,3286.031802077152
2025-09-09,Laying steel rail,Railway,m,4945.341543755856
2025-12-05,Pavement,Road,m2,2413.9882102521287
2025-01-09,Anchorage,Railway,m2,1901.6067424759854
2025-01-11,Iron mining,Railway,m3,2273.740069321912
2025-11-26,Ballast,Railway,m3,883.2374254286141
2025-02-04,Subbase application,Road,m2,551.7828064677321
2025-12-10,Subbase application,Road,m2,2676.2848140707324
2025-03-24,Anchorage,Railway,m2,4290.409306677033
2025-05-22,Coat preparation,Road,L,2218.8792439366553
2025-05-29,Anchorage,Railway,m2,1050.0273405791345
2025-12-09,Laying steel rail,Railway,m,1674.5630345609475
2025-09-15,Anchorage,Railway,m2,3831.294675402126
2025-10-25,Ballast,Railway,m3,1612.7110353410358
2025-01-18,Terrain leveling,Building,m3,3579.449432522073
2025-08-15,Cement making,Building,m3,1603.3604520793137
2025-10-11,Iron mining,Railway,m3,3671.8464732444245
2025-02-14,Removing trees,Building,m2,4553.65385133811
2025-07-01,Cement making,Building,m3,158.32015634531794
2025-09-10,Ballast,Railway,m3,4978.141268082518
2025-09-27,Pavement,Road,m2,351.5274193776519
2025-06-15,Walling,Building,m2,422.7630838987562
2025-04-24,Foundation pouring,Building,m3,3429.2043004265765
2025-08-24,Terrain leveling,Building,m3,3004.2057049603523
2025-07-28,Cement making,Building,m3,1149.9822183300828
2025-11-08,Walling,Building,m2,1518.6215686373046
2025-07-18,Laying steel rail,Railway,m,346.13911430495136
2025-12-07,Subbase application,Road,m2,3586.936800873222
2025-08-21,Foundation pouring,Building,m3,3146.8383567883716
2025-06-23,Rolling/Tractor,Road,m2,593.021466115356
2025-12-17,Pavement,Road,m2,4619.865756038977
2025-11-06,Rolling/Tractor,Road,m2,4725.124484210364
2025-09-27,Coat preparation,Road,L,2773.7974349330525
2025-09-29,Cement making,Building,m3,2723.8096161634917
2025-09-04,Coat preparation,Road,L,4320.499566428681
2025-06-03,Laying steel rail,Railway,m,3179.18126811089
2025-12-02,Terrain leveling,Building,m3,3803.8125281084526
2025-12-20,Ballast,Railway,m3,598.8395314772971
2025-10-04,Cement making,Building,m3,3307.527520786328
2025-04-07,Subbase application,Road,m2,2412.5103371048285
2025-03-01,Rolling/Tractor,Road,m2,2977.0265981786392
2025-11-08,Coat preparation,Road,L,3500.7955212646625
2025-03-30,Removing trees,Building,m2,1646.2844578178087
2025-11-30,Rolling/Tractor,Road,m2,3379.481755728399
2025-05-28,Foundation pouring,Building,m3,436.7820458241256
2025-04-17,Laying steel rail,Railway,m,4467.222045421361
2025-10-30,Cement making,Building,m3,878.0639165230136
2025-07-09,Coat preparation,Road,L,1777.418024603593
2025-04-06,Cement making,Building,m3,1841.3936961353584
2025-07-10,Pavement,Road,m2,2253.4148744158406
2025-11-15,Removing trees,Building,m2,4937.778781942293
2025-02-24,Pavement,Road,m2,892.6850508539003
2025-03-15,Foundation pouring,Building,m3,428.5094478616563
2025-04-18,Foundation pouring,Building,m3,4847.899091924349
2025-01-27,Walling,Building,m2,1658.5933279342541
2025-11-16,Removing trees,Building,m2,152.43139455884457
2025-03-04,Laying steel rail,Railway,m,438.76702477569694
2025-12-22,Removing trees,Building,m2,4381.038610255816
2025-12-02,Coat preparation,Road,L,3167.20924956004
2025-01-11,Foundation pouring,Building,m3,943.7112172480655
2025-03-26,Iron mining,Railway,m3,3154.0869774422786
2025-11-30,Cement making,Building,m3,4326.894088352711
2025-01-18,Terrain leveling,Building,m3,1056.4915311068846
2025-04-25,Anchorage,Railway,m2,3180.6741544382685
2025-01-27,Pavement,Road,m2,3373.3255420668384
2025-05-11,Anchorage,Railway,m2,3926.7656587370684
2025-02-06,Anchorage,Railway,m2,4023.8818895867116
2025-10-10,Iron mining,Railway,m3,3488.2003152965144
2025-03-05,Ballast,Railway,m3,2434.1439348699173
2025-02-26,Terrain leveling,Building,m3,1759.9264399049318
2025-06-17,Laying steel rail,Railway,m,1684.5522724627322
2025-05-14,Cement making,Building,m3,3726.803013845151
2025-10-20,Walling,Building,m2,3894.8316554723187
2025-04-18,Removing trees,Building,m2,352.8737009562466
2025-07-25,Removing trees,Building,m2,3507.5115109045814
2025-09-26,Cement making,Building,m3,1908.8161047420222
2025-02-05,Rolling/Tractor,Road,m2,4713.457916168479
2025-11-18,Anchorage,Railway,m2,1652.995861611129
2025-06-11,Removing trees,Building,m2,1280.8837836970454
2025-09-13,Foundation pouring,Building,m3,1349.8322224867554
2025-02-25,Iron mining,Railway,m3,3204.10369664431
2025-08-13,Laying steel rail,Railway,m,4095.871676928671
2025-11-02,Anchorage,Railway,m2,2189.3363766790258
2025-12-25,Subbase application,Road,m2,3162.0490968514496
2025-04-09,Laying steel rail,Railway,m,211.06241935065273
2025-02-28,Subbase application,Road,m2,867.4901245684935
2025-04-06,Subbase application,Road,m2,2482.140814838563
2025-08-05,Ballast,Railway,m3,1927.6280425501402
2025-05-08,Rolling/Tractor,Road,m2,1821.7814302184659
2025-12-07,Subbase application,Road,m2,803.4989032896955
2025-03-24,Removing trees,Building,m2,3824.613175011187
2025-01-08,Rolling/Tractor,Road,m2,4590.36536465231
2025-11-05,Laying steel rail,Railway,m,537.9438392672826
2025-10-28,Iron mining,Railway,m3,3177.1601623860543
2025-03-05,Rolling/Tractor,Road,m2,758.6803867859443
